route_length_km,avg_speed_kmh,elevation_gain_m,traffic_density,weather_condition,vehicle_weight_kg,battery_capacity_kwh,avg_temperature_c,energy_consumption_kwh
8.180722957054419,30.05012802961868,162,0.8149798110913463,1,1061.7158958241941,70.48610723888616,25.370197936273815,6.23
29.057183895848894,44.78178967947272,224,0.687527726969478,3,1439.7824491712695,47.86634756488633,20.22331865588115,14.65
69.35428075807768,46.517190715355625,290,0.9129340394976769,1,1707.5564500675641,72.11543284085906,20.472885840830667,15.56
39.6744394086049,50.80156546239901,423,0.42161966913795956,2,1407.0551867977515,78.0434198604008,8.434705441390658,14.01
30.720549728012315,41.286213870563444,249,0.29316153297199066,3,1437.2293963392253,58.59719144769328,14.635770773260383,13.98
117.34143656829659,36.606254000742084,96,0.2640451069620363,1,966.0364216469097,66.59622260163005,23.96259894582764,9.44
37.04850141110909,41.49793608217588,300,0.02370594613809296,3,1579.7091969449784,53.98357097934823,11.202141101362237,9.66
64.62542296803915,37.547225959212795,252,0.10861189259683368,3,1520.9429347863274,64.06147639393916,24.486780774283297,16.96
8.407037470931078,49.101546149816656,363,0.8728270038032098,2,1554.5731772356792,64.69527151483055,22.66000866373414,12.21
53.89172342622227,33.79501341783659,34,0.2479531731316258,2,1467.6249095825315,67.62605971166386,21.66667172728177,10.53
96.0476424692021,39.07381518473998,306,0.9613596041588296,1,1524.1236925086625,74.92182655685556,25.0902935883742,15.77
3.7037233129649327,49.947535802128165,183,0.41198126535013646,1,1444.3509341765998,70.5219257228295,24.878467498029654,4.42
85.24062156207538,26.405239030910575,487,0.4007192154615391,3,1215.6928231976858,70.84223482636244,30.288500124751977,19.26
0.24454382283541393,54.94944009376096,22,0.1979008633374778,3,998.9239889768005,65.077016095319,26.089144582715956,5.03
28.348709406217452,39.24853693069833,476,0.17340799228158577,1,1648.4958022329067,63.07655964421072,20.007326554227948,10.12
31.54804760989527,63.77566331301048,296,0.16915592883351893,1,1361.8712988992413,65.86232877951501,17.489271748450776,7.78
23.373165191179144,76.8568596116294,498,0.8771591613862574,3,1503.3011197286821,42.705695359780734,17.82422696435772,14.4
11.681248857877163,33.53072415657467,472,0.8669898580323361,2,1373.8379174800646,61.83318350201316,19.147540528567326,11.33
227.01420873013234,43.959397299584246,36,0.7752788372481608,3,1576.8252718748597,42.92877976332419,19.099326893570336,35.44
30.55762959728724,35.966714021236186,246,0.7111508726894904,3,1524.1175277940263,62.6528490491995,13.27350719102104,13.03
92.03204468853133,29.934801979173933,191,0.7571203066529028,1,1267.1595317781532,58.290379962347316,15.98432833566244,15.04
48.97205538263994,53.122346243928696,73,0.5971895030438619,2,1356.5973057316546,75.62845657894825,17.433118852080412,11.35
71.44854341953658,32.70119805253791,127,0.6971198903991099,1,1608.5008722755622,53.7959003010388,21.04193873793243,13.5
61.442656608395964,29.31848790768617,293,0.4589532665248869,1,1615.5011004954974,60.11675514475303,22.212147227627593,11.66
0.62030822608021,51.59938853058364,285,0.8069492474754634,2,1740.352206974538,54.896760200966426,16.618175579570984,6.71
2.2062672945413224,36.43661640800867,206,0.8706528829787451,3,1907.7362346382613,47.647824820481425,18.490330246816107,10.3
46.09482789835189,45.400776392719834,143,0.19060942897289945,2,1764.7505934902365,67.38388470661623,21.232848118184567,11.01
2.9332165172387117,44.25048153747496,111,0.44806291494861394,1,1419.07423066006,58.27738246383643,16.133473378073838,4.96
41.746781800762136,45.27858454981264,344,0.6532332721360409,3,1814.9506110083457,73.66593621468516,28.845451119241797,13.96
5.801265857528967,51.48603335150161,228,0.42534992161573915,3,1039.1986204143077,67.92475810516606,21.212930252215784,12.32
46.766298266232376,29.47803111053987,479,0.037971863586026666,1,1353.144179364608,65.24570688094352,17.874966554121425,12.75
97.52873375934283,32.79426401311894,477,0.05581360277417435,2,1844.137831518162,48.04334112863275,11.85961166973996,14.47
15.832964880125175,30.46081960707047,164,0.30610715945815314,1,1257.0149085292232,51.715529968068644,19.18053586835278,4.95
7.082320306507343,42.661791733577815,316,0.6524071323010606,3,1339.939805495211,57.053627830150475,28.53124734060145,8.33
163.4051958624753,43.761634038655714,424,0.5644777944205113,2,1474.4474976167548,53.76568208617113,22.01076767460767,24.48
72.50104915255777,43.4165534456201,390,0.8494853284887219,3,1393.4026357883552,39.41647859987248,22.302443111777965,22.46
15.382965347531789,39.275977085204424,28,0.7202485009165766,2,1625.4522269151958,62.587377994270696,25.925780496538213,6.7
276.5724761739267,49.54507550354903,451,0.801926395616817,2,1525.5322913517266,78.93852866477214,18.155968836960056,35.63
2.865279626073239,34.10448662227664,315,0.45905449868745496,3,1311.7341770114701,60.07907464917767,25.65477332647049,11.42
5.073355648299631,36.49933304015135,466,0.11122967206730394,1,1636.3365257820428,57.12065822561255,10.615014955351615,3.65
30.26761738563214,46.39635909270032,72,0.974298536264111,3,1405.9209792519994,70.09876695623149,20.13306676845238,15.64
8.134491831193774,47.33481120031124,267,0.31249757301541503,2,1430.3873304929978,68.22793397861034,22.032054495434256,7.77
28.436673619137764,42.8026944160205,355,0.3511145388324174,2,1287.0532739180724,56.305546026345255,19.578942110357332,7.95
20.393866678952868,59.595659464746,215,0.09539095763062555,1,1652.3478500420697,71.14268944321813,23.434320056253625,4.64
37.249465791819084,32.25573182584157,135,0.33153056640047274,3,1627.3673998146126,49.64751653507928,16.79556511640784,11.61
56.64686518043314,31.829889761925376,227,0.36891264378516575,2,1466.22209797181,70.6282174365331,27.733239987923582,9.7
56.2257727912224,41.7088418964438,200,0.7837995897639974,2,1609.7996818185266,62.92694859765426,20.88344696169662,8.59
38.51068469040659,22.14600411164765,75,0.7463921161672085,3,1527.8485174837733,57.28668141026798,23.82774057923161,16.97
61.780124067690856,37.98783623611545,444,0.3373682319178518,1,1452.5073643603778,43.7414242690045,21.1583565377149,10.69
5.947660631704981,47.712586876745,128,0.7508770828480879,3,1573.1002899439259,55.532392007192094,22.256238331806323,11.74
52.185792493437575,35.51074952671801,12,0.38690375115960995,2,1614.8353618930794,64.54466578450318,24.857509512095675,7.47
10.852958737537453,35.46568062027929,235,0.16437287696220015,3,1590.5743528765186,63.46417075721552,18.641514392793127,7.76
30.127916871188194,30.65117350801609,90,0.10190078810380776,2,1361.2633126849855,65.4591533397869,11.568455294561884,3.48
129.86248740538403,51.015946485015256,499,0.7059910376009102,2,1456.630777833133,60.059533288461225,17.279144026844747,22.35
10.399782446365267,16.525384376573026,193,0.7971906410558659,1,1099.1660073163052,52.022407046558406,29.942489707806786,8.15
65.64256301279755,31.980255635457205,130,0.9790720337979782,2,1635.6793233494154,54.35348660118853,18.798440421212778,12.68
10.585239085513724,34.94418422250048,281,0.467081030827029,1,1475.8248765605977,57.56117155771592,20.25377289656268,9.29
14.758063855203964,36.63211253588538,404,0.7521920683993152,3,1741.5476762230553,47.95332126992286,15.550231027902482,13.77
20.914453551229446,43.797749148351244,427,0.5761249163251285,2,1081.9777226552235,70.68394817157578,13.586615481641383,9.16
39.94948036599162,37.30444761271762,266,0.926903472225234,3,1610.14783793758,60.2408436819195,26.992085862761588,16.26
58.752517885917,42.87359008354904,108,0.884908029328303,3,1397.0166498844399,59.08077983564991,19.09574493388824,17.84
30.88691513113297,44.18482392447431,479,0.20266076951662748,1,1590.7173581203538,60.30838686275133,18.32578643747118,7.92
32.84559749561497,30.175718890345138,416,0.24685697738504708,1,1518.6330797789767,47.834172514181176,21.335357240602868,8.35
29.84512168200898,36.09011168530776,193,0.04229709821062477,3,1199.8160911368645,47.589101521214445,21.965549631263283,10.62
14.475319808002734,59.106252373142574,76,0.3805818964045822,3,1673.2951158543606,66.42566673123272,26.534254845392557,9.52
51.34807018798152,32.544116728650046,100,0.8570470160151423,1,1165.7488637984122,67.03623702527126,20.86876530243623,12.4
94.98205158392916,23.05894732944304,235,0.4247521417889413,2,1413.9116861891412,46.675104364203236,20.50124778369144,14.74
32.34283186478791,19.48851185517305,289,0.4700068746116677,1,1372.1993731753591,76.19557429390292,21.454541449475805,8.42
13.783179074826545,41.38577368209092,402,0.4032890333555551,3,1758.422868949882,63.27587835297738,15.329690887036975,10.26
33.085987855427604,42.61746867315235,317,0.8029200742851876,1,1532.1868721595984,61.21061258026911,27.253459878141037,10.75
51.21615559969984,40.12618470974182,284,0.1551825842250918,1,1891.731529218557,51.69315029405564,18.546459953470855,6.02
59.527436905120176,37.16524433613923,68,0.04840460967806903,3,1562.4404327468878,56.906827088663626,23.829893239398412,14.19
66.18547412485512,33.52328049693002,59,0.21831629303220335,2,1724.2105756989483,55.68842832560698,18.09116141650609,8.63
57.66455114974984,42.711903138874185,260,0.5711278136447774,1,1773.7150514683508,65.17787954311002,21.900659155384147,9.5
52.540963399166365,25.334514929733235,18,0.6912372242163066,1,1454.0429868750018,69.39402651003734,9.617699137227573,12.13
60.81900444427735,31.742151528076032,144,0.39906190272173114,1,1353.4634394479463,45.89812846250378,15.445487154041746,6.49
56.02742544503908,40.83623635451967,199,0.18341901212865974,2,1622.6051115845103,62.60836002440868,16.811438782118184,10.92
121.57572711612039,42.47595323443899,285,0.9434288718201996,1,1640.7845153349615,74.95009021357774,17.273586393520972,19.55
7.5360195361703965,32.56841009201186,426,0.21637969265383106,1,1313.5934134710303,69.3451415653905,20.275970626832162,1.63
32.84337273883468,23.415807502984865,149,0.116528294859781,1,1228.36002084666,62.84582024054558,26.09537185996725,6.92
100.4429425755913,43.02337773113461,406,0.8857923845351731,2,1650.7852700874519,66.20865811322635,28.91352377596285,16.29
121.6095667746894,56.933674701720335,161,0.5198515997917986,2,1573.791651745897,80.00231146839434,17.216755351453024,20.31
7.9079527586184195,41.03274864382048,71,0.5296789291380544,3,1832.6417660567033,48.381019653290586,22.159713717837064,10.46
21.26233422825803,28.778218919815938,202,0.3120304868613003,1,1655.7829833081043,56.066449869280184,22.834325228890158,6.32
47.949747829048725,41.58164700063389,38,0.6208488042607663,1,1492.5071245433628,63.703098040839514,22.07933403120601,4.83
139.8862207966766,35.26833477999996,348,0.6650641339529859,2,1101.052209826367,54.6875264557752,15.097289256363796,21.27
9.579991581075761,35.615532661411855,452,0.8729061600711968,1,1488.6084996002148,44.023352858352894,17.51477788093706,8.43
57.384107613647096,40.59341328240894,344,0.2503944511844437,1,934.391602566016,66.14360265128862,22.67441051088637,11.43
118.56936648395255,43.68135639737868,497,0.19819179766713513,3,1371.0966585629312,66.16644164025556,13.799986492938688,22.83
12.019979827481968,56.51463215743823,298,0.3232908577655894,3,1433.5408273871528,70.14087426690136,22.017031215433125,11.37
32.191873926029864,35.725265360238296,290,0.656166935966161,3,1191.1767387713664,87.80512327992541,19.076902292136815,16.42
0.5346945626093904,47.18565366103652,346,0.9292142901361946,1,1681.0461916024478,53.272062966183604,24.24462501621674,7.88
4.350432646080249,44.44903166441194,103,0.20160132867522074,3,1500.7411552852168,73.86983449509374,26.845426135388013,6.36
41.223353847987674,46.596372490073186,32,0.6326234303278992,3,1493.8310075841696,70.7911636647188,19.272677375920413,14.33
2.156960852536968,41.658395634152356,95,0.12589301970710265,1,1513.0667618094799,92.03087889037111,15.304041589737206,1.48
44.32896025135018,55.853046331355415,137,0.5168166951726628,2,1583.181819851246,47.67174985160892,24.872924841281392,5.95
25.475511369728903,33.614009211948925,163,0.9151444996882744,3,936.8999536232697,72.22991447975853,21.099567039181977,13.27
73.14054235744133,35.06701989743913,486,0.8401429436577916,3,1345.4305182328605,74.52399815179292,20.163249598275357,17.77
33.70750166004376,35.509570204393654,57,0.802729654976559,3,1601.9003870078893,48.75782907273873,26.61938692145685,11.87
30.17401784151052,36.34352292667437,261,0.5035077122554957,3,1782.7683155083057,70.78080702841785,25.953653706543065,15.35
32.25019590854162,47.39009858649443,456,0.31748024400940755,2,1548.507470830306,53.565437361650424,17.50997335661904,11.13
48.198574372647286,42.53940080886808,483,0.8961676097715497,3,1621.1386069351715,61.71337271468379,13.26844683712596,16.51
35.829047092943554,48.745906605694366,171,0.22743897546123548,1,1370.696054377353,49.92707952431924,14.110507646626925,9.47
22.964021935737566,37.31098866150434,454,0.3832092547382242,2,1417.3791550789826,56.718724570783635,19.32362192776939,8.06
46.81925999537908,34.3243546351269,245,0.9738073592148887,3,1087.367379124381,49.040937110712484,18.37506614556785,15.32
7.576034856581278,18.104739340772813,421,0.9630734551963388,2,1507.42132942237,60.16648023440531,20.61076800490992,7.28
22.842293251120978,39.68668949345701,29,0.885881138605489,1,1463.8436606824846,75.53197942190718,14.992512370037213,7.23
19.680982356002012,39.64736048881138,439,0.15879726001183447,3,1569.5386576720596,78.40479053249946,27.97838247412021,11.09
8.454949335740483,42.85569401614668,241,0.7991133918770633,2,1546.4153454141947,59.77014360011785,16.080917629159398,8.16
20.995271997936303,50.81131038504006,251,0.7503884752052742,2,1406.3685916853608,72.71867924936194,12.82454529602122,11.39
110.07120450248142,26.699611412785053,177,0.6310261189284415,3,1411.9144668084741,49.34538496467059,16.921387714266444,22.79
98.51855477454669,22.879052178012206,187,0.3847001168664077,3,1668.760131324133,57.906085772936315,11.993453238900297,21.45
29.53554984646821,45.306541670394594,487,0.6185533663601113,2,1476.6763529424936,74.45287201695227,19.979718204676242,10.28
34.16937796715461,43.61768122915856,131,0.4903996326358915,1,1809.154782685743,67.45400872811312,18.970772703330006,9.23
71.91731112280392,54.59346354594347,259,0.4496381660230857,2,1386.2268546573048,67.61669684496079,19.55001979552585,10.34
9.738575198333923,34.06102749478741,482,0.07477419552565523,2,1433.9832734338943,53.92381576747471,20.070020265335568,2.62
61.09289663948134,36.64727246176986,417,0.6389589170334734,3,1072.0290448546848,79.77276418435876,15.020223222482736,16.92
23.736306549801636,46.148002128349916,67,0.5998022702907495,3,1438.2035487428373,51.800213190901715,17.96009756223945,10.04
15.33375568319269,45.977605002843774,469,0.4005833882840426,1,1520.277872253558,40.57487172711119,20.39377369322118,6.1
0.9107536936926987,52.11838887016656,407,0.8335689984910987,1,1498.0458592952107,50.48309580416227,15.3917904159962,9.15
22.606847334919724,26.030476893254047,220,0.2636229476651243,1,1280.1673322036818,66.14317729931798,21.754191725459933,4.06
67.74428759413425,38.36730418455548,428,0.22076928005274377,1,1657.3576032920737,65.11320285735468,9.537361364873991,13.2
132.31436141755154,47.005349349841154,69,0.12369331978505849,2,1489.3974760293415,63.38398003865525,21.362181262008747,15.46
31.37383398179604,44.22796718721201,144,0.5330105638481475,1,1451.1649100125119,63.379226856835224,24.514488017543673,10.36
63.9289093860483,32.84341801932869,362,0.35722536226047974,1,1530.337649999201,76.25714614827353,15.616821054551917,13.69
85.6369344311131,39.79175154997236,318,0.7589085854134398,3,1243.7407942930408,54.712179097498215,16.04831301760668,17.89
17.174524552429315,28.823416373481635,105,0.0925534185208946,2,1641.730622477233,53.12049670852785,20.260430379794023,4.44
157.40821433460476,29.05652563004185,194,0.5361562105448381,1,1531.7489163198316,65.16104412730544,22.74626235507453,20.28
50.02639137371547,43.533375846060984,325,0.5324977460600795,1,1478.3297983948744,64.26551154572792,26.224342531110615,10.0
47.66745266892225,36.04029174578663,464,0.09214702233346905,3,1308.7293508578798,57.17481234332906,12.778742385891793,18.64
23.915300092785362,31.95618984218158,22,0.7238825815110917,2,1476.8363221265001,66.40089456197101,21.199135657548062,10.97
53.28101460785503,46.31386707569448,352,0.6814737099360012,2,1441.9299394588359,44.67677572986881,21.22767233629175,14.75
41.83352117669871,37.666098314432126,478,0.04530286166178188,3,1256.0710479346951,64.69455526159003,25.19591618688624,12.79
17.9805404037062,50.63231016369252,93,0.5352576361226087,2,1341.5522985572238,72.0694025113512,17.85210789059307,5.15
21.07216715027516,40.47841716777017,350,0.09909413329410788,3,1739.4331852596035,54.33732319894824,20.609843332692293,10.19
10.684898902566742,24.390864084478093,158,0.9299749814229834,2,1634.2748898229638,60.03116034148064,14.725281009806277,11.68
92.52917881239145,51.65678644525186,488,0.8960198983218788,2,1732.3217570669499,75.6467117134586,20.36806944295417,15.1
65.72893553817892,37.68042658899932,321,0.05422636218106436,2,1269.4134977970482,32.47351607922381,29.725067043242365,7.74
19.88573142387818,53.35292710027908,62,0.15719612914183956,3,1412.6337851054298,55.59728353410393,15.381883843592401,7.45
31.42936650481299,41.15745101843041,33,0.26598349281608513,2,1319.1810106986109,71.27291911384866,18.053820417267364,9.07
27.487800256596827,22.44125493016778,433,0.7328541745924183,2,986.5312626842904,60.41220038566706,19.17377269708464,12.29
4.824701707865164,29.01355191788013,293,0.5239512557928773,1,1610.1742062843098,57.84756817948313,17.472521237368483,3.34
18.68531343736404,35.25272729065563,348,0.30004311344052026,1,1346.4275203620214,60.19181879053593,19.753989171257537,5.15
0.7435195248856452,54.20735671540562,357,0.09312951007736192,1,1315.898131397731,56.780569151247185,18.95005045009388,4.16
31.154380475631832,56.79842011831876,401,0.7820999262558269,1,1503.7651733546418,57.72537536137703,16.445016762897797,9.97
107.94489706132286,49.95553141417012,39,0.3311086270967092,3,1130.7586210072352,52.11361177267977,25.64922098438368,18.51
7.769649776415356,47.423823863779816,326,0.21041547463327792,2,1827.3560132041603,55.52387214682035,17.09562585787168,5.99
44.07068037989162,37.22842976862777,434,0.8864070706398544,2,1739.7660000905819,45.02816585079553,22.506833801274567,9.66
76.57512494029767,25.553674820722623,97,0.26918372371010346,1,1859.6159053152653,73.86047441782571,20.83252173787738,12.75
108.46242817718192,37.18398507175301,18,0.012270780013970972,1,1237.7331584593123,63.207940878413496,27.784753243490986,14.56
51.14632913047134,42.15702401408422,33,0.011195864242272369,3,1259.6621575702704,45.80496742089633,26.70393344047202,7.31
15.337810059059292,54.015624183632504,154,0.9308303109114529,3,1365.421451114298,73.87321983901663,24.139700126692887,13.45
45.88822058199093,31.867797980845616,113,0.622614404767857,2,1579.7204511597508,66.6658023499547,13.83877980154517,12.57
4.651682563963584,35.39501994808464,494,0.3423037424050578,3,1200.4222738268606,63.28923225247216,19.95057606097481,9.82
34.2567403199903,53.3176343115882,358,0.01580657453811396,3,1418.821509888187,56.37892052422633,18.748124365645463,13.41
146.38855875499362,53.21796612109117,417,0.31114519280099595,3,1373.6777222319547,65.29401364454642,25.869246509805354,23.26
46.27492539493679,40.56299619219048,469,0.33553255337040166,1,1556.1542328326036,68.40362471186819,20.279430895576603,8.64
30.44468622891306,36.63623949349109,212,0.9295668665177282,1,1433.8801463443594,62.63805522078748,20.320982025192254,11.67
22.35181349588134,51.63944250129362,413,0.017621025096542065,1,1696.508478018937,70.4725813790198,28.189536044567365,6.55
3.350818086933748,38.36438779098604,267,0.02427251505553596,1,1479.1290061081563,59.5064015517488,24.467291866970793,3.52
32.216542937100236,64.55583781624412,101,0.09263551516917112,2,1427.8696959703352,64.09084396503913,17.810690118008107,4.53
69.08909513083813,32.0056201844578,11,0.32483027545125454,3,1431.8908428417951,65.4827755987299,21.87821963240894,16.71
17.273022951754342,37.88097554208461,285,0.38781954432168,2,1537.6036110754112,69.21552012882934,18.035527372171604,6.9
1.0055099219314994,35.8206875760896,120,0.25769359942286496,1,1206.5663428039036,43.221876535004604,19.864999838563612,4.11
170.88367516216186,44.120959475456765,234,0.16803914774151463,1,1108.355181675215,36.92732837099772,25.18427672857989,18.77
59.38902176153066,33.40809740517651,83,0.6959253058330237,3,1448.0961284691957,71.03378245981239,26.027285384529037,18.72
35.646631150115475,34.36498660780486,469,0.6567660611839397,2,1273.0040157421795,63.59011558256818,18.81523861464053,9.04
54.26627309068503,40.19914868565144,193,0.9679223473623981,1,1513.0078935479366,61.18123289926938,18.465601791955258,14.49
26.26846961553268,28.843070877091588,423,0.8478144392535916,1,1383.9515936726934,54.736161164174,20.960748413535125,12.15
7.723503747846394,39.20796110186788,219,0.7490572806022282,2,1674.9548529390725,62.940527362560864,11.311059060716643,6.86
67.7680289247037,35.873714552544804,100,0.5087276445201871,2,1347.4473434103197,73.65942871003955,25.705580286845173,12.73
4.2411581763307264,39.54598912424569,208,0.3071290943607249,1,1628.3475829888698,42.644394109756036,18.609899859339002,7.12
74.82587566865509,54.8043461484871,70,0.6661440657298356,1,1746.1958670975037,56.72293252261939,19.188325579280278,11.93
112.56097958477378,19.696050493123384,355,0.020493341229173567,1,1566.3587511640135,66.64519807748819,23.275639139357548,16.17
55.08761691273199,41.626731211496676,41,0.49958575497329893,2,1615.571727269249,72.21413805613086,19.116848300424962,8.68
180.2842588476733,55.124507996606816,481,0.8766886274100025,3,1606.3790805107556,65.59388870706609,20.090852726202453,29.79
23.866396818102036,28.08623281564276,135,0.7316498833764592,3,1287.7398475650489,60.428376817233335,15.579222316213544,10.52
18.628535042904858,36.684330804570145,211,0.9453860025038052,2,1659.7940251395437,52.39378610361904,24.366090885607665,9.55
14.701975559400914,46.25395640258266,290,0.6457931568012716,1,1426.0660249219065,70.6983020873053,24.016264482557165,7.27
132.93677954504435,51.564004619395305,332,0.9380373946133894,2,1666.6240822580578,59.15730918397293,17.908924907257116,20.53
115.30078290983386,25.405938977216273,411,0.6980389218974312,1,1182.428261823693,68.50696153687004,24.47570530687203,17.24
10.581236419283515,46.86097682986732,349,0.36877811902309643,2,1392.1477641872048,67.02833664931869,18.49433324740661,10.17
3.4243622004514105,36.15145546416206,374,0.6119479185681475,2,1697.3486794914363,64.40541586437261,26.46288278317981,7.45
1.0724494696546887,40.86568040429206,348,0.47902487731573107,1,1337.4300351803308,46.94455058455701,21.915247503502577,6.46
54.180878626799675,38.31552624431261,357,0.29380748305260285,1,1597.094053293469,64.40678498275737,18.77931723800129,12.71
34.133846991868914,40.83359740722928,111,0.3912879292514645,3,1423.4123948596339,66.04257820970452,7.8468315001033755,18.44
74.23815092907468,45.91712274622116,129,0.17305153980246768,1,1537.0336767088997,71.91217421456201,22.531204557509888,11.81
77.54941228655812,45.11180661545865,77,0.0330249307652819,1,1384.17334669541,39.404370430574936,22.780867096679827,12.37
91.01769087060396,41.02609297108458,366,0.42448172462158185,3,1326.8661639042566,65.36804278050394,25.817758002491672,21.4
15.16060719881459,47.69564988557142,361,0.09114728633848868,1,1236.1226205071698,61.26685209446347,21.90182445000854,4.57
62.471506611586,60.84965687641712,94,0.1471092408629544,2,1764.47294939567,51.817323674290556,21.0052805771785,12.45
43.96867360658315,39.44011837072728,374,0.837009340127855,1,1741.4496695943153,60.28079602084123,19.456198492695794,12.44
79.54154101004214,43.85012402658005,174,0.01132273329886424,3,1851.7949108347186,54.686310978479725,17.617463834640223,17.84
15.989272747149894,55.35397462988301,390,0.4142156503749548,2,1675.1949156634134,44.558467598718515,16.846909854620986,7.34
77.31388130493374,44.066623806821006,418,0.4174397924017409,1,1560.3908907780553,61.866775616877234,17.788001411484164,15.21
1.0006808547474064,42.29610766258974,94,0.9672138780170927,2,1615.919336669061,69.92820067999733,19.478101784717673,8.75
23.18208474559076,38.136321381104224,452,0.3850864129828667,1,1539.562115735799,59.582357384599405,29.84819409389685,8.19
22.844065077713758,32.05672195561743,75,0.6201317940200318,1,1370.7111576804045,58.24807902053272,19.796337496496704,9.28
0.1766483954745082,48.58206308986014,386,0.5157143602829632,3,1735.3871799857407,53.92853649851864,20.237444938041033,15.25
58.528737442169664,26.204477035094577,359,0.7744072511231695,2,1555.537243471573,45.43845099531837,17.86731930025661,12.51
28.03140086937565,48.278176665865445,397,0.78634047742171,2,1674.2135479474314,56.82301886607691,13.15664363399312,13.66
18.877955054237557,32.32780769654405,414,0.7357100088941128,3,1606.7604964456816,43.0020274349233,17.305390451233436,11.83
11.902384157991493,37.51950226078236,383,0.18573371606076738,1,1796.3205347096455,34.02796039087867,15.959297615454552,5.75
52.84824600162575,48.61818238520643,289,0.8453315697176552,2,1737.0115009215035,59.336940801871194,23.98626754782215,9.08
48.571457555330774,43.75943533048526,15,0.050121190965799034,3,1083.2391528739809,48.94708385159891,12.923995990140556,9.89
28.936260112601346,41.93262873656247,371,0.4729663261739544,2,1386.5140418561828,63.28895827611753,18.70543649494268,7.63
108.67787281319501,33.59705998494302,386,0.1460916079481449,2,1454.2442765794776,65.41008710754181,11.10286712406369,16.16
9.733922969374785,27.08726537103076,126,0.5645769140608049,1,1712.9732013287507,58.6575708424092,21.02439176096517,9.47
123.03815424364404,38.383191277571704,421,0.20558488669776886,3,1652.1461791934364,66.69224460687091,20.023188378625665,22.26
1.2286797874285107,22.071470691403952,320,0.3740915983558024,3,1605.4115358686536,58.55119882686102,25.63977569458765,13.12
22.3402344494615,24.583362588969866,341,0.5158877159145511,3,1421.2043024154166,64.71676184612238,17.564226410734683,13.09
79.6530215831088,38.04141093323506,74,0.8474858921870725,2,1685.5335962851873,67.2855256975368,16.70319248191241,16.14
11.028802807845972,37.469804822621676,163,0.050566106187214466,1,891.2610130581917,56.21243822822217,22.14186277219844,3.82
24.411310261277436,52.794725503883775,83,0.24471106439812984,3,1211.4493964634155,37.02323780549583,27.90792561463893,7.76
54.34620413137263,37.35735918724348,483,0.6203233006000611,3,1735.285433287085,67.55920490404635,20.755562864348594,17.43
22.165091712358095,52.989906828006156,443,0.005578005129241226,1,1076.3529677870754,63.67484235394055,24.73484555859022,3.92
3.9970240236128456,26.2611136676498,105,0.7605277360592401,1,1685.0962115138013,68.31138738250465,26.24070951707204,5.06
29.123745297805126,35.923272412229316,347,0.7803328759970575,1,1650.462427274823,64.35065861687099,24.77051087380961,9.35
131.63753992675845,33.38142505571842,405,0.958745634308343,3,1253.4176761924139,41.91741898688621,14.52238589833351,27.39
3.191991112425406,33.98693565852156,212,0.4046818696166581,3,1456.8729192472315,43.807835025722795,15.10586055722599,10.11
10.958085749208017,23.97748072991976,266,0.8066028336555665,2,1567.1946694259598,55.330133907840015,22.844550970595414,7.27
32.76788803523628,42.98408925768092,201,0.9075970712692086,3,1188.308321099749,61.017244452514106,14.528010690556378,15.46
30.11177230928003,37.8425936592067,453,0.18555518707544916,2,1377.234817155424,61.650255172673376,27.225972674749745,8.51
